mod; YYYY/MM/DD; HH:MM:SS; aligned
src; "Omnibus Systems - Omnibase "; "2010/03/28" ; "11:14:07"
chs; "ASCII"
ver; "For help and support contact the Omnibus Support Team"
ifv; "Version 5.0"
dve; "For help and support contact the Omnibus Support Team"
fft; ""
tbl; STOP_POINT
atr; BASE_VERSION; POINT_TYPE; POINT_NO; STOP_POINT_NO; STOP_POINT_DESC
frm; num[11.0]; num[11.0]; num[11.0]; num[11.0]; char[40]
rec;    20100328;           1;       26301;           1;                       "Mackie Ave Shops"
rec;    20100328;           1;       26400;           0;               "Thornhill Ave/Mackie Ave"
rec;    20100328;           1;       26500;           0;                          "Bowling Green"
rec;    20100328;           1;       26700;           0;                           "Cuckmere Way"
rec;    20100328;           1;       26701;           1;                           "Cuckmere Way"
rec;    20100328;           1;       26800;           0;                            "Orchid View"
rec;    20100328;           1;       26801;           1;                            "Orchid View"
rec;    20100328;           1;       26900;           0;                        "Elsted Crescent"
rec;    20100328;           1;       26901;           1;                        "Elsted Crescent"
rec;    20100328;           1;       27001;           1;                            "Buxted Rise"
rec;    20100328;           1;       27100;           0;                   "Rotherfield Crescent"
rec;    20100328;           1;       27101;           1;                   "Rotherfield Crescent"
rec;    20100328;           1;       27200;           0;              "Lyminster Ave/Carden Hill"
rec;    20100328;           1;       27201;           1;              "Lyminster Ave/Carden Hill"
rec;    20100328;           1;       27300;           0;                      "County Oak Avenue"
rec;    20100328;           1;       27301;           1;                      "County Oak Avenue"
rec;    20100328;           1;       27400;           0;                        "Woodbourne Gar."
rec;    20100328;           1;       27401;           1;                        "Woodbourne Gar."
rec;    20100328;           1;       27500;           0;                     "Surrenden Road Top"
rec;    20100328;           1;       27501;           1;                     "Surrenden Road Top"
rec;    20100328;           1;       27600;           0;                             "Friar Road"
rec;    20100328;           1;       27601;           1;                             "Friar Road"
rec;    20100328;           1;       27700;           0;                   "Varndean High School"
rec;    20100328;           1;       27701;           1;                   "Varndean High School"
rec;    20100328;           1;       27800;           0;                           "Osborne Road"
rec;    20100328;           1;       27801;           1;                           "Osborne Road"
rec;    20100328;           1;       27900;           0;                     "St Matthias Church"
rec;    20100328;           1;       27901;           1;                     "St Matthias Church"
rec;    20100328;           1;       28000;           0;                               "Fiveways"
rec;    20100328;           1;       28001;           1;                               "Fiveways"
rec;    20100328;           1;       28100;           0;                            "Semley Road"
rec;    20100328;           1;       28101;           1;                            "Semley Road"
rec;    20100328;           1;       28200;           0;                "Rugby Road/Ditchling Rd"
rec;    20100328;           1;       28201;           1;                "Rugby Road/Ditchling Rd"
rec;    20100328;           1;       28300;           0;                       "Springfield Road"
rec;    20100328;           1;       28301;           1;                       "Springfield Road"
rec;    20100328;           1;       28400;           0;                          "The Roundhill"
rec;    20100328;           1;       28401;           1;                          "The Roundhill"
rec;    20100328;           1;       28600;           0;                             "Fiveways A"
rec;    20100328;           1;       28700;           0;                         "Cleveland Road"
rec;    20100328;           1;       28701;           1;                         "Cleveland Road"
rec;    20100328;           1;       28800;           0;                        "Rugby Road/West"
rec;    20100328;           1;       28801;           1;                        "Rugby Road/West"
rec;    20100328;           1;       28901;           1;                        "BHASVIC College"
rec;    20100328;           1;       29001;           1;                      "Dyke Tavern North"
rec;    20100328;           1;       29100;           0;            "Church of the Good Shepherd"
rec;    20100328;           1;       29101;           1;            "Church of the Good Shepherd"
rec;    20100328;           1;       29201;           1;                 "The Droveway/Dyke Road"
rec;    20100328;           1;       29300;           0;                            "Onslow Road"
rec;    20100328;           1;       29301;           1;                            "Onslow Road"
rec;    20100328;           1;       29400;           0;                 "Top of Woodruff Avenue"
rec;    20100328;           1;       29401;           1;                 "Top of Woodruff Avenue"
rec;    20100328;           1;       29500;           0;                        "Hazeldene Meads"
rec;    20100328;           1;       29501;           1;                        "Hazeldene Meads"
